Youtube Corpus 53	https://www.youtube.com/watch?v=_bD9jxRbTRY
Comment1	Thank you from south lake California Kern county
Comment2	Is that more to do with the Lightning strikes because of the magnetic static from the volcanoes both the top side and under the earth mantle a.k.a. the seafloor ? Thank you and stay safe, I sent a massage to caravan after dark Jon B. Wells might have some insight on the electronics and other 👍🏻
Comment3	Thanks Dutch. Sooo many people have your back. Quite literally. They don&#39;t have s*** on you. And all that matters is that we love and believe in you and we all know that you will be the reason so many people are better prepared. All the rest???  Don&#39;t even mention them anymore. They are not worth another second of your time
Comment4	Central Oregon here and for yeaars I&#39;ve been tripping that i got an off grid place . I&#39;ve been right about many weird things like I&#39;m woke but  I don&#39;t want something to happen I&#39;m just ready.
Comment5	Thank you, you tube. 😳
Comment6	your proving yourself a pussy. quiting when the heat coming down and not all of us can get on twitch
Comment7	you tube is going to hsve trouble...this is the only thing i get on for....leave Dutch alone!
Comment8	Thank you and you are awesome and a very caring person. Wonder why people would want you blocked😠! Watching from Singapore.
Comment9	They rather sell us bullshit
Comment10	No Dutch nobody is going to tell the people and that&#39;s the truth my friend
Comment11	THANK YOU MICHEL AND MANY THANKS TO YOU FOREVER SHARING WIFE WITH US .HER SACRAFACES ARE IMBRACED TOGEATHER YOUR A GIFT <br />ML
Comment12	Thanks Dutch!!  Great call!
Comment13	Dutch....congratulations on anonther hit!!!!! Kudos....to ya...God bless you and thank you...I share your videos with family members on the west coast bcuz i love them and want them to b safe...i will continue to watch your updates,  thank you so very much for helping ppl, just like weather watchers...God bless, peace and love...from Monticello, Wi
Comment14	When are the “professionals” going to give credit where credit is DUE ?!?
Comment15	The man who died was in Nevada. Not Ridgecrest. He was found pinned beneath his vehicle by Nye County Sheriffs. Of Nye County Nevada. Not Ridgecrest ,California. I double checked the newspaper article. So while getting the information out IS important---I am not sure a man in Nevada would have thought a Ca earthquake could have ever bothered him. Lost THAT battle of poor reasoning,I hope he passed quickly. As he WAS all alone.
Comment16	Boy - 17 hours later and yellowstone i s lit up like the 4th of July!!!
Comment17	Did you see the island of pumice over the Great Barrier Reef!  From an underwater volcano.... guy in a boat was sailing through it
Comment18	I love your energy in this update, no more repeating what you already stated !! Nice !!!! Good take ! Much love Dutch!
Comment19	Thank you for the time and skill you put into each program that you produce. Happy Anniversary !
Comment20	THANK YOU Dutchsince and Copper  Your utube channel&#39;s are the two I watch for accurate EARTHQUAKE information:  ------------------------------------------------------<br />And your Earthquake reading information report is WHO I TRUST!
