Youtube Corpus 139	https://www.youtube.com/watch?v=-I6u300osnk
Comment1	spy
Comment2	BBC at work - guy definitely a spy
Comment3	What happened to M,
Comment4	Powerful group that JFK warned of. Tara Q 10520. No more until . M protest IRS.
Comment5	BBC still on the Hillarys Russiagate. BBC what a joke.
Comment 5.1	Well said!<br />They&#39;re running out of shit to spew about Russians and Putin and the made up interference during the election.. <br />BBC - bird-brained brainwashing cult. Nothing but lies, propaganda and nonsense!!<br />Mental!
Comment6	should be happy for still bein alive
Comment7	Did the British visit Moscow and Sergiev Posad?
Comment 7.1	Who ?
Comment8	... a spy!.. play the game... don&#39;t be a cry baby... or, do not play the game.
Comment9	With the level of Russiphobia in the West today the USA/UK media and governments would be screaming 24/7 about this.<br />They aren&#39;t because they know he was busted.<br />The facts will come out at the trial.
Comment 9.1	They aren&#39;t screaming about Whelan because they know there is nothing they can do about it and publicly &quot;demanding&quot; his release would only further humiliate the US and its puppet.
Comment10	SHOCKINGLY!!!!!!!!<br />   BBC Doesn&#39;t mention Whelan was not only ex-military, his career was Commercial/Corporate Security and his charges are for Commercial Espionage.<br />His best defense; &quot;Someone slipped it in my bags&quot; the same defense every heroin trafficker uses.
Comment11	He&#39;s a Spy and Maria Butina is not.
Comment12	He&#39;s a spy.<br />US/UK Govs are trying to hush it up and the MSM are barely mentioning him. <br />If he was innocent they would be using him to attack Russia/Putin 24/7.
Comment13	FYI; Maria Butina was neither charged nor convicted of espionage. She was guilty of being an &#39;unregistered foreign agent&#39; which is historically judged to be a civil offence (deportation, &amp;/or a $ fine..) Her lobbying efforts were an attempt to bridge a union between pro gun rights groups in US &amp; Russia (which is a VERY ANTI-PUTIN position to take, btw) She is the very definition of a POLITICAL PRISONER in the US.
Comment14	Deng Xiaoping said &quot;it takes two hands to clap.&quot; Hey BBC what about Sergei Skripal and his daughter? Where are they ? Why so silent about the Skripals ?
Comment15	When come to British citizen it is innocent but not Russian or Chinese.
Comment 15.1	EXACTLY !!<br />ONE set of rules for US and their puppet - UK, and another for the rest of the world.
Comment16	It&#39;s Cold War again!!!!  kkk
Comment17	He is James Bond!
Comment18	Oh this is the guy with multiple passports; of course he is a spy*.
Comment 18.1	@SISYPHUS VASILIAS lol
Comment 18.2	He&#39;s ex-military.<br />Since the military his career has been Commercial Information Security.<br />Out of nowhere he develops an interest in Russia.<br />Goes to Russia to meet a &quot;friend he met online&quot;... who&#39;s a Spy.<br />Gets caught red-handed with stolen Commercial Information Property.<br />His best excuse; Someone slipped it into my bag when I wasn&#39;t looking.
Comment19	i can look over that..know few ppl including me with more then 3 citizenship&#39;s ..but on top of that to be ex military to visit Russia very often and meet always with FSB best friend for 10 years ..having a pictures from weeding on USB ..and not share them thru other media on the internet ..come on ..thats 99% spy for me
Comment 19.1	His career since the military; Private Contractor; Corporate Information Security.
Comment20	he was definitely a spy and he will rot in Russian prison.currently western spies network in Russia has been tremendously being cracked and the abilities to collect secrets from Russia is nearly to impossible.
Comment21	This is great advertisement for why you should never visit Russia.<br />It is a bannana Republic!
Comment 21.1	Especially if your an asset of mi6 lmao
Comment22	Where are the skripals??????????
Comment23	There is only one problem here for fake news BBC. This guy was caught red-handed  receiving classified information.
Comment24	Today no more journalists and media. Only propagandists like ones of Goebbels organisation in WWII. They are soldiers. Like NATO&#39;s soldiers. But in informational war. So I don&#39;t see anything wrong if this women BBC&#39;s so called &quot;journalist&quot; will be arrested too.
Comment25	He Paul Whelan is a spy I am the Second coming of God! LOLZ!
Comment 25.1	His career was Commercial Information Security. He&#39;s not accused of being CIA. He was caught stealing commercial IP. He was a private contractor and shit at his job, thats why he got caught.
Comment26	Russians are weapons grade stupid.
Comment27	Only 4 passports, sounds kosher
Comment 27.1	@Lucky Circles well im same from EU ..and is a choice it is not a mandatory how many citizenship you want and for what reasons etc
Comment 27.2	@zoki kostadinov I see, that does make sense. I suppose it depends which countries too, whether it&#39;s necessary. I&#39;ve only lived in the EU so I don&#39;t think of it much. Yes I wouldn&#39;t be surprised if he was, hope he&#39;s ok though. Hopefully they can do an exchange for someone else &amp; promise not to spy again! Best wishes to you
Comment 27.3	@Lucky Circles its not uncommon at all <br />im ethnic Bulgarian 5-th generation born and live in Serbia and my wife is Danish <br />so i got my  Serbian citizenship bcz was born here ..then took a citizenship from my mother county Bulgaria as im ethnic Bulgarian and got my Denmark citizenship  as im married to a danish citizen(she same got Serbian and Bulgarian one from my side our kids same) there are many ppl like us so aint nothing unique or special<br /><br />myself same as all healthy males we served in Military back in the day so ex military .. i do live in a small town of few thousand ppl where everybody knows everyone and all towns do have policemen and few ppl who work as secretive agents so its nothing uncommon that too(the guy who is working as agent hes 3-4 years younger then me and i know him since we were kids (same as other ppl from town) <br />but thing is secret services from any country they dont arrest nor follow randomly regular ppl nor those random ppl now days transfer &quot;pictures&quot; on USB drives
Comment 27.4	​@zoki kostadinov Why do you have more than 3 if you don&#39;t mind me asking? I&#39;ve never heard of anything like that before.
Comment 27.5	i can look over that..know few ppl including me with more then 3 citizenship&#39;s ..but on top of that to be ex military to visit Russia very often and meet always with FSB best friend for 10 years ..having a pictures from weeding on USB ..and not share them thru other media on the internet ..come on ..thats 99% spy for me
Comment28	hi to all the russian bots in the comments
Comment29	Ooo I love a good game of hostage or spy...
Comment30	He IS a spy. period.<br />out of hundred of thousands if not an MILLION of U.S citizens visit Russia yearly why this individual IN PARTICULAR was targeted ? well BECAUSE HE WAS A F***ING SPY. end of the story stop blowing our heads about him &amp; his stupid story. god dammit.
