Youtube Corpus 143	https://www.youtube.com/watch?v=eR_mXxBrDxE
Comment1	Western funded ISIS did this.
Comment2	Saudi funded madrasah
Comment3	One day we might stop it in the USA.  Doubtful yet one never knows.
Comment4	Horrifying.
Comment5	Islam is such a beautiful thing.  We need more of it in the West.
Comment6	Sounds like you guys have the same problem that America has with Christian&#39;s!
Comment 6.1	You are nuts to compare a supremacist slavery death cult like Islam to Christianity.
Comment7	Funny how this is on BBC
Comment8	"<a href=""https://youtu.be/OYzCO10Xp-c"">https://youtu.be/OYzCO10Xp-c</a>"
Comment9	They took down my comment because it was getting likes.
Comment10	This is not even close to what Islam is a Muslim won’t do this to anyone!
Comment 10.1	Except to hindus, jews, pagans, christians, gays and atheists
Comment11	Buhari oye oye bravo your the best Ruler on this surface, go,ahead and carry on. Thanks so much Buhari
Comment12	Biased broadcasting cowards =BBC
Comment13	My Go😲d what cruelty I PRAY GOD WILL rescue them all
Comment14	Dislikes done by radical islamic jihadis .......
Comment15	You dare push my comment to the next page😫 pin it fu;,cking now.
Comment16	... Africans treating theirs like slaves... yet,... quick to criticise the White man for...
Comment17	I don&#39;t care what religion you are!! Nobody and I mean Nobody should be treated this way!!! Fact is,,,,  if we treated everyone the way we want to be treated this whole world would be a better place for everybody!! I pray for Nigeria every day!!
Comment18	Me n the boys in Nigeria
Comment19	Religion of Slavery.
Comment20	This not Islamic nor a school. But a bunch of scumbags who use schools as a cover-up for their attrociets. Bunch of scumbags islamophobic on this comments sections blaming religion are  pathetic losers. It&#39;s the Muslims police who freed this guy&#39;s not your punks
Comment21	.... these r criminals who r  beating abusing innocent people ......This is inhuman ......but sad news is BBC says it is Islamic school ....when girls are raped in church by popes can u say it is Christianity rape ....why u r Islamic school  ....Criminals has no religion country race
Comment22	That&#39;s been their wonderful culture for 1300 years. We can&#39;t criticize, that would be racist.
Comment23	Coming to the UK if we don&#39;t BACK BORIS!
Comment24	Islamic school... Not like the religion of peace to do something horrible
Comment 24.1	Ruby Khalid Literally says it in the video. I&#39;m not just assuming it was an Islamic school. It&#39;s right there
Comment 24.2	Prove it
Comment25	The religion of peace at it again
Comment 25.1	An ignorant islamophobe is at it again.
Comment26	Are we still living in a world of enslavement of individual, especially Blacks, whether language, culture, tribe, etc.<br /><br />This is down right ashamed and needs to ceased. <br /><br />God help us all
Comment27	bbc showing us what you did ?
Comment28	this is horrible but is also nothing news as this was happening before the white man even went to their lands.<br />and yet acts like this are blamed on thew white man
Comment29	i am Muslim and i condemn this. islam does not give permission to force any one for any thing Allah has given every one a free will to follow what they think is right.
Comment 29.1	Didn&#39;t Moohamhead rape a kid? Hmmm
Comment 29.2	finally someone who actually knows that this isn&#39;t even allowed in islam
Comment30	Religion of peace looks good
Comment31	Coming soon to an EU state near you.
Comment32	I thought it was the religion of peace??
Comment 32.1	It is whoever did this to them that knows nothing about religion
Comment 32.2	Ulta. I never used to hate a religion so much but now I&#39;m doing it
Comment33	How could humans be so cruel to each other!
Comment34	Talking of being detained against their will &lt;&lt;&lt; FREE ASSANGE
Comment35	Wtf :)
Comment36	You can&#39;t beat religion
Comment37	This is is absolutely inhumane , If a certain religion does it then such religion should be completely destroyed otherwise our future generations will die every moment of their life.
Comment 37.1	@Yassine St u ppl destroy Hindu temples, destroy Hindu culture , also kill Hindus and yet want all benefits from Hindustan . U ppl r so shameless and mannerless that we gave u Pakistan but still living in India and creating nuisance in public through mosques. We don&#39;t want to hear the name of ur demonic God from whose name billions of Hindus and other religions r affected. U ppl lack humanity. Hinduism has helped many other religions to survive and flourish and never forces anyone to convert but u ppl by threatening convert ppl and destroy all other cultures
Comment 37.2	@Yassine St In ur so called religion which is a scumbag it only kills people and subjects women  to horrific torture. Whatever that African spoke in the video didn&#39;t u hear it deaf,  he told in the name of religion they&#39;re torturing us. Such religion shud be completely destroyed from world for betterment of ppl.
Comment 37.3	You want to destroy religion start with your own Hindu one. And stop lynching people for beef
Comment38	Why cant Africans leave other ppl&#39;s Gods alone.  Devote thier whole life and existence to a white and Arab Demi God smh
Comment39	Britain made it&#39;s wealth out of those black people slave trade.
Comment40	Two of such schools in Northern states of Kaduna and Katsina discovered... There could be many others not yet known.
