Youtube Corpus 128	https://www.youtube.com/watch?v=DQW5w9yAWgE
Comment1	I&#39;ve got shed loads of cotton bags, so I&#39;ll keep using them! Another thing one could do is use old clothes and make your own bags from those! OK they may not be trendy, but it&#39;s recycling the clothes!
Comment2	jacques ?
Comment3	I don&#39;t believe plastic pollution is a problem the animals wild up to it or eat it don&#39;t care about it throw it in the ocean and feel good about it
Comment4	Wise use of a boon is the only option, not to curse plastic.
Comment5	Sten Gustaf Thulin: I invented the plastic bag to make the world a better place.<br />Humans: Didn&#39;t take our laziness and stupidity into account, huh?
Comment6	Is there a reasin the bbc is totally ignoring the ep stein case?? What about Prince An drew?? Royal pea do? Why isn&#39;t the bbc covering this?? Are you still covering up for pea dos like you did in the days of Jimmy sa vile?<br />BBC = pea do protection
Comment7	A reusable bag must be used at least 131 times? Jeez in Hawaii that’s all we use for the 388383488548 days of our lives
Comment8	bbc you did not do enough to make plastic help the planet
Comment9	Plastic is not problem but throwing habit of people  is problem.<br /><br />I written meaningful content and lyric in hindi, which will motivate people to  stop throwing habit of plastic and garbage.<br /><br />I need good team to give finishing touch of my content and prepare video messages and sponsor to launch my campaign.<br /><br />I will launch songs, website, poster, slogan, video messages, music band, social media campaign.<br /><br />I also planned several new ideas which will address plastic and garbage problem.
Comment10	Yeah if only a plastic bag would last me 103 days..
Comment11	I propose that you should give a subtitile for all of your video please. It will be salutary for foriegn learners
Comment12	There are huge numbers of warehouses full of leftover fabrics. Why not just tap into the fabrics that already exist and make bags of them instead of making bags out of new fabric?
Comment13	The intension behind creating plastic could be for saving the trees but plastic bags are not something that just in question. The video advices to recycle plastic bags that solution is meaningless what about furniture, toys bottles, containers the list is endless what all to recycle? The use of paper has increased in many folds. People are wearing more of cotton clothes because every day the fashion is changing in this age of use and throw denims are a big necessity whether it is creating environment issues that nobody cares.  My point is plastic bag was invented and gave birth to much bigger monsters in various forms in order to make life easier but now it&#39;s become a major problem to tackle<br /><br /><br /><br /><br /> m
Comment14	Quit confused...
Comment15	They’re not.
Comment16	It ain’t the material, it be the user.
Comment17	I agree ☝️
Comment18	What??? After banning plastic bags in NZ, it turns out they&#39;re better than cotton/paper bags? Jeeze.
Comment19	BBC!!!! Why don&#39;t you like democracy?
Comment20	You forgot to mention the chemicals and pollutants contained in plastics which negatively affect humans, animals and plants alike.
Comment21	So thick plastic bags are the overall best thing to buy. Cheap, lightweight, arguably sturdier than cotton bag, easy to produce.
Comment22	Cotton bags are the best because they are strong so possible to use them many times but once they are damaged could be easily recycled in 100%
Comment23	People just like to lie to themselves, if there are no problems to be seen(paper degrades), then there is no problem(ignore the paper production and degradation damages to the environment). Why there are a lot of big corporations switch to more expensive paper bag you may ask, don&#39;t they know the paper bag is actually more polluted? Yes, of course they do, a big corporation their size will never do something without proper evaluations, they did it any way, to fool the &quot;environmentalists&quot; with some so called &quot;environmental friendly&quot; brand who doesn&#39;t even bother to do a research on google.
Comment24	Same old story. Environmentalists and activists doing things that are bad for the environment.
Comment25	Soory, but I don&#39;t believe in it. This is just publicity to help plastic bags producers. Neither plastic bags nor paper bags. One have to have its own bag to do shopping. It&#39;s despicable how people are manipulated for the Media and Business Corporations.Disgusting!
Comment26	It&#39;s hard to take environmentalists seriously when they won&#39;t allow you to put your food in plastic bags but they want you to buy three kinds of plastic bags to put your garbage in. Environmentalists also put disposable diapers on their children, go figure.
Comment27	Just make them biodegradable and voila.
Comment28	Hemp you idiots...
Comment29	Cancel your licence. No contact no fee.
Comment30	propaganda
Comment31	The bags and plastics don&#39;t do anything wrong.Are we the Humans throwing them out eveywhere the ones to blame🤔
Comment32	"UK is made up of 4 countries.<br /><br />1. England <br />2. British Occupied Scotland.<br />3. British Occupied Northern Ireland.<br />4. British Occupied Wales. <br /><br />N d talk about Kashmir which is n will always b rightly ours. <br /><br />Educate this to others. Let dem know what type of hyppo we are dealing with."
Comment33	Remember the 5 &#39;R&#39;s<br />-Refuse<br />-Reduce<br />-Reuse<br />-Repurpose and<br />-Recycle
Comment34	It&#39;s our disposable society.
Comment35	And now our shopping is delivered in dirty baskets thanks to these idiots.
Comment36	Yeah...What you need to do is report on growing violence by Asian gangs against whites. For example, A teenage tree surgeon had his hand chopped off with an axe in an ‘appalling’ attack carried out by an armed mob sparked by a road rage row in Rochdale, a court heard.<br /><br />The victim, then aged just 18, was one of four workmates set upon on Church Road, Newbold, on the afternoon of October 17, 2017 by a gang of up to 20 men.<br /><br />They had been summoned by Habibur Rahman, 27, who called the victims ‘white b******s’ who were in his ‘country’, Minshull Street Crown Court heard.<br /><br />Some reporting on these crimes would be in the BBC licence payers interest, I believe.
Comment37	BBC news support plastic
Comment38	I use em for trash bags. They are never wasted in my house. Trash bags are expensive. Im a Single Mom. I dont use a whole bag before it needs dumped. Trash goes out daily. I havent had a trash bag in my trash can for months 😊
Comment39	Nic info.
Comment40	"<a href=""https://creativeswan.blogspot.com/?m=1"">https://creativeswan.blogspot.com/?m=1</a>"
Comment41	Banning plastic shopping bags and straws, Styrofoam and beef is total foolishness. The fact is that this is merely a part<br />of the liberal’s ideas to implement Islamic rules through socialism all over the western world and especially to weaken the United State economic and military power and then to enrich the socialist governments to take control.<br /><br /><br />The point is that if we ban plastic than we must turn to paper and paper comes from trees, thus devastating our forests to create real climate problem for human beings, this is the trick of the devil through the liberals to help speed up the destruction of mankind.
Comment42	BBC you you don&#39;t care, you just make money from fake scare stories,
Comment43	"Truth about  Greta Thunberg<br /><a href=""https://www.youtube.com/watch?v=QNekvfBZMqU"">https://www.youtube.com/watch?v=QNekvfBZMqU</a>"
Comment44	"Look<br /><a href=""https://youtu.be/kvoubldNhN8"">https://youtu.be/kvoubldNhN8</a>"
Comment45	In the US u they give u a bag if you buy anything it could be a KitKat
