Youtube Corpus 149	https://www.youtube.com/watch?v=QZlbVvTC6Jw
Comment1	What an absolute 🚿 o&#39; 💩
Comment2	see how you people are enjoying cannot allow another right people to enjoy their own life oh Africa  Unitedly sorry
Comment3	Don&#39;t forget about the MP that the monarch takes hostage to ensure his or her safe return from Parliament.
Comment4	Jjjaaaaaa movie o 2019
Comment5	Wooooov first time watching in live not in movies  Queens Majesty 😍😍😍😍😍👌👌👌👌👌👌👌👌
Comment6	Why all men in there in red?
Comment7	Who cares bunch of thieves
Comment8	I enjoy slamming doors.
Comment9	Jeremy Corbyn has nothing to do with the British people and Christians of England because he is sold out to Pakistani Islamic lobby
Comment10	I love the sweetness of this ritual. Kind of cute where House of commans is the real sovereign
Comment11	Orda
Comment12	What a load of nonsense<br />it&#39;s type Britain throws out the monarch parasites
Comment13	Not kicking them out illegally today? 😂
Comment14	Bbc news this house of Lords black rod  and the Lord&#39;s wearing wigs and old age buttoned coats and pants and the very old senile doddering queen sitting on the presiding seat in the house of Lords without any rod of power in their hands reminds me of <br />Shakespeare&#39;s comedy of errors what fun you bbc your queen and your Lords in middle age drama performed in 21st century big farce hilarious bbc
Comment15	Parliamant Must Responsibilities About Black Road To Leave Brexit Deal, .... God Bless All, ...... Cheerio.🌠👍👍👍🌠🌟🌠.
Comment16	This ceremonial pomp is a bit cringe for the 21st century it’s like a silly school play.
Comment 16.1	It’s tradition. It’s what makes a culture. When we lose tradition, we lose a part of our past.
Comment17	suddenly iam reminded of all the English dramas i have seen and acted in my school and college days.
Comment18	&quot;Mr. director, the queen commands this ridiculous circus with it&#39;s head clown Boris Johnson to perform in the fancy room!&quot;
Comment19	I wish she may grant me a British citizenship
Comment20	What  a stupid tradicion!
Comment 20.1	Is it? All the parliaments that the UK left behind made some of the most successful countries in the world. The UK has just had a few hundred extra years of tradition that has stood the test of time. How many other countries have proceedings like this? Maybe a few copycats.
Comment21	Dats my Koh-i-Noor gimme back!!!!!!
