Youtube Corpus 108	https://www.youtube.com/watch?v=kW1iUgqgBv4
Comment1	The gay nazi ruining canada , turning it to SODOM......
Comment2	Retarded  Justin Blackface  Trudeau
Comment3	Canadians deserve every thing this moron will do our country and It&#39;s beyond belief.<br />God help this country if this Twit and his minions get free reign
Comment4	"<a href=""https://www.youtube.com/watch?v=8XkbL0JzMbk"">https://www.youtube.com/watch?v=8XkbL0JzMbk</a>"
Comment5	Elect a blackface wearing racist bigot, show what you really are  yourself. Nice work. Reap what you sew
Comment6	Justin Trudeau,... the only white guy in Canada who really knows how to celebrate Halloween!
Comment7	Declaration of treason from JUDAS TRUDEAU: <br />@
Comment8	OOPS elected a fraud.
Comment 8.1	"Sideshow Bob&#39;s Laugh<br /><br /><br /><a href=""https://www.youtube.com/watch?v=jgflCE7zRpc"">https://www.youtube.com/watch?v=jgflCE7zRpc</a>"
Comment9	Canadians voted, elected their Prime Minister, and that is that, what the hell is there more to say, it&#39;s a democracy, if you didn&#39;t like the outcome and you have better ideas then run for public office. or shut the f..k up.
Comment10	He’s corrupt and now I feel pity for the Canadian people.
Comment 10.1	He is the best Trudeau for 2023
Comment11	What a joke Canada has become.. Trudeau is a TRAITOR AND PASSIVE AGGRESSIVE TERRORIST! MAY HE ROT!
Comment12	Damn Canada I feel bad for you guys. Buy your guns while you still can and ammo
Comment 12.1	Stay away from Canada you moron coz what ever you dream ain&#39;t happening
Comment13	"<a href=""https://www.google.com/url?client=internal-uds-cse&amp;cx=011089738672311785372:yrshxu5c-pw&amp;q=https://slate.com/news-and-politics/2019/09/trudeau-brownface-blackface-racism-canada-election-singh.html&amp;sa=U&amp;ved=2ahUKEwjjluOdsMTlAhVJh1wKHRjZCCUQFjABegQIBxAC&amp;usg=AOvVaw1n3jPIKjVT0CmkqvcJ3TGr"">https://www.google.com/url?client=internal-uds-cse&amp;cx=011089738672311785372:yrshxu5c-pw&amp;q=https://slate.com/news-and-politics/2019/09/trudeau-brownface-blackface-racism-canada-election-singh.html&amp;sa=U&amp;ved=2ahUKEwjjluOdsMTlAhVJh1wKHRjZCCUQFjABegQIBxAC&amp;usg=AOvVaw1n3jPIKjVT0CmkqvcJ3TGr</a>"
Comment14	"<a href=""https://youtu.be/P0V8SurvUTE"">https://youtu.be/P0V8SurvUTE</a>"
Comment15	"<a href=""https://youtu.be/7wPVlttXKzY"">https://youtu.be/7wPVlttXKzY</a>"
Comment16	Canada is like a big state of us, they actually do not need the election. you listen to US gov anyway.
Comment17	This our country malay Indians decide what happens here ask them not India Indians that is the final say
Comment18	Good morning CANADIANS 🙋✝️💜<br />HAPPY MONDAY 🍁🇨🇦, lol<br />Interesting much can be when we UNDERSTAND the LUDICROUS ITY of our humaniod HUMANITY. 7 BILLION MUTANT MONKEYS, SHEEP FOLLOW MINDLESSLY. <br />MY THANKS TO JUSTIN FOR LEGALIZING MARIJUANA AS A POT HEAD I AM. Coping with humans no easy thing, many LIARS, CHEATS, THIEVES, TERRORISTS we own, CITY POLICE, O.P.P.  RUN THE TERRORISTS, DRUG ADDICTS, DEALERS, (COME, HEROIN, CRACK, METH, FENTENOL),  9 METHADONE CLINICS IN THIS SMALL TOWN, LINEUPS DOWN THE BLOCK, 7:00 am every morning. Gathering places, haunt the streets. MORE ASIANS you do bring in under one guise or another. Cleaning us out, STEALING US BLIND, YOU AS WELL DUMBASSES. GOOD for The GOVERNMENTS for them to be CANADIAN isn&#39;t it, 💰👍.
Comment19	Canada is a complete joke,  so a total idiot PM is fitting.
Comment20	By far the weakest and PM in history, can’t stand that guy
Comment 20.1	Savage in the 6 - Are a Russian troll?
Comment21	Sad how Canadians will vote for someone that makes empty promises and then vote them in again based on more empty promises. Canadian voters are pathetic and stupid. They prefer familiar lies to unfamiliar truths. He never ever had any intention to balance the budget. Just tell people what they want to hear.
Comment 21.1	@aaronl19 True... time to seperate...
Comment 21.2	At least Alberta and Saskatchewan knows what a dimwit Trudeau is
