Youtube Corpus 147	https://www.youtube.com/watch?v=ep00H84ls9k
Comment1	She eats children
Comment2	The Queen eh? The whole gig a sham
Comment3	I ask you with a humble heart Queen Elizabeth, get rid of boris
Comment4	Why Hasn&#39;t she died yet 🤣🤣🤣👌🔥
Comment5	The people of your nation voted to leave...so shut up and leave
Comment 5.1	Yeah they should respect that.
Comment6	Why does the queen want a 4000 class box
Comment7	&quot;Brexit&quot; completed.
Comment8	it does not make sense to me that the bbc is telling brexit will never happen. WHAT THE F ARE THEY EVEN TALKING ABOUT??
Comment9	The queen has the power to pull us out of the Eu immediately or stop brexit entirely she has complete power just the monarchs never really use it I hope she just walks in slaps corbyn and makes us leave the Eu there and then
Comment10	Indian Kohinoor diamond... Thief country...Randi queen
Comment11	Randi sali
Comment12	Чего чего??? 🤬🤬🤬🤬🤬🤬
Comment13	👸🏻
Comment14	5th of November is approaching fast
Comment15	should we all not want to home school all our own children? 21st century and schools can&#39;t keep up let alone killed a lot of my creativity but when I left school I chased them all back! now I would rather home school my newborn son yet work work work so we don&#39;t have time to home school our own kids which I know is crucial! schools institutionalised by governments! government proves time and time against to be incompetent so how could I trust their educational system to any degree?? An honest question!
Comment16	I can’t believe that we’re living in the 21st century
Comment17	Your Majesty Elizabeth. Please defend wildcats of Australia, because australian goverment decided eliminate them. Thank you. We love England. One inglish man saved my life.Thank you for read my commentletter. I wish luck to England and I&#39;m grateful to you for protecting Ukraine. Taras Kiev.
Comment18	So sad. I met the Queen, that was not the Queen, it was a hand puppet. For all her years, it comes down to this, this is what she is now, not a monarch, but a mouthpiece. So sad. She was quite a woman, now she will be remembered for this. So sad.
Comment19	"PLEASE DONT HURT ME MOMMY. PEACE AND LOVE YOU ALWAYS.<br />(づ｡◕ ‿ ◕｡)づ ♥♡♥ I LOVE YOU SO MUCH.!!!!   MWUAAAHHH.!!!!   :3<br /><br /><br />♥♡♥ ♔ GOD SAVE N&#39; GOD BLESS OUR LOVING QUEENIE 2 FOREVER ♔ <br />♥♡♥(づ｡◕ ‿ ◕｡)づ ♥♡♥ OUR MOMMY IS ALWAYS THE BEST. GOD BLESS.✓✓✓<br />LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!!<br />♥♡♥ LETS PROTECT OUR QUEEN FOREVER. PEACE TO ALL..!!! ♥♡♥<br />♥♡♥ LONG LIVE OUR GREAT BRITAIN WORLDWIDE. PEACE♥♡♥<br />☮ PEACE ☮ PEACE ☮ PEACE ☮ PEACE ☮ PEACE ☮ <br />✎ COPY N&#39; PASTE EVERYONE. SPREAD IT. ✎"
Comment20	"♥♡♥ ♔ GOD SAVE N&#39; GOD BLESS OUR LOVING QUEENIE 2 FOREVER ♔ <br />♥♡♥(づ｡◕ ‿ ◕｡)づ ♥♡♥ OUR MOMMY IS ALWAYS THE BEST. GOD BLESS.✓✓✓<br />LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!! LONG LIVE..!!!<br />♥♡♥ LETS PROTECT OUR QUEEN FOREVER. PEACE TO ALL..!!! ♥♡♥<br />♥♡♥ LONG LIVE OUR GREAT BRITAIN WORLDWIDE. PEACE♥♡♥<br />☮ PEACE ☮ PEACE ☮ PEACE ☮ PEACE ☮ PEACE ☮ <br />✎ COPY N&#39; PASTE EVERYONE. SPREAD IT. ✎"
Comment21	ok your highness...
Comment22	United Ireland... !!!
Comment23	ENGLAND IS TRASH!
Comment24	"<a href=""https://www.youtube.com/watch?v=ep00H84ls9k&amp;t=4m21s"">4:21</a> yeyeyeyeyeyeye"
Comment25	I just was looking up some history on Queen Elizabeth the first...<br /> How did I get here?
Comment26	I&#39;ve never heard queen Elizabeth&#39;s voice, i-
